Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],A-AtomicNumber,A-AtomicMass,A-NumberofNeutrons,A-NumberofProtons,A-NumberofElectrons,A-Period,A-Group,A-AtomicRadius,A-Electronegativity,A-FirstIonization,A-Density,A-MeltingPoint,A-BoilingPoint,A-NumberOfIsotopes,A-SpecificHeat,A-NumberofShells,B-AtomicNumber,B-AtomicMass,B-NumberofNeutrons,B-NumberofProtons,B-NumberofElectrons,B-Period,B-Group,B-Electronegativity,B-FirstIonization,B-Density,B-MeltingPoint,B-BoilingPoint,B-NumberOfIsotopes,B-SpecificHeat,B-NumberofShells,Vacancy energy [eV/O atom]
GdMnO3,Gd,Mn,TRUE,3,3,1.11,0.65,orthorhombic,-2.944,0.002,0.8,11.491,0.23,5.319,5.74,7.527,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.6
GeMnO3,Ge,Mn,FALSE,2,4,0.73,0.53,cubic,-1.236,0.789,0.6,10.629,0,3.76,3.76,3.76,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,0.575
HfMnO3,Hf,Mn,FALSE,2,4,0.83,0.53,cubic,-1.819,1.299,0.773,10.879,0,3.789,3.789,3.789,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.45
HgMnO3,Hg,Mn,FALSE,2,4,1.14,0.53,orthorhombic,-1.11,0.123,0.6,11.099,0,5.379,5.43,7.599,90,90,90,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.273
HoMnO3,Ho,Mn,TRUE,3,3,1.12,0.65,orthorhombic,-2.965,0.031,0.8,11.203,0.399,5.257,5.71,7.464,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.421
InMnO3,In,Mn,FALSE,3,3,0.92,0.65,rhombohedral,-1.799,0.142,0.8,11.094,0,5.391,5.391,5.391,60.1,60.1,60.1,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.201
IrMnO3,Ir,Mn,FALSE,3,3,0.68,0.65,cubic,-0.268,1.231,1.378,10.835,0,3.784,3.784,3.784,90,90,90,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-4.604
KMnO3,K,Mn,FALSE,not balanced,not balanced,1.64,0.62,tetragonal,-1.465,0.196,0.4,12.669,0,3.653,3.653,4.747,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.027
LaMnO3,La,Mn,TRUE,3,3,1.36,0.65,orthorhombic,-2.932,0,0.8,12.188,0,5.509,5.663,7.814,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.921
LiMnO3,Li,Mn,FALSE,1,5,0.92,0.33,orthorhombic,-1.604,0.22,0.4,8.616,0,4.901,5.115,6.874,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.049
LuMnO3,Lu,Mn,TRUE,3,3,1.03,0.65,orthorhombic,-2.982,0.052,0.8,10.871,0.422,5.189,5.658,7.406,90,90,90,71,174.967,104,71,71,6,,2.3,1.27,5.4259,9.84,1936.15,3675,22,0.154,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.157
MgMnO3,Mg,Mn,FALSE,2,4,0.89,0.53,orthorhombic,-2.219,0.077,0.6,9.249,0.705,4.951,5.183,7.208,90,90,90,12,24.305,12,12,12,3,2,1.7,1.31,7.6462,1.74,923.15,1363,8,1.023,3,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,0.004
Mn2O3,Mn,Mn,FALSE,not balanced,not balanced,0.96,0.62,cubic,-1.578,0.439,1.627,10.335,0,3.725,3.725,3.725,90,90,90,25,54.938,30,25,25,4,7,1.8,1.55,7.434,7.44,1519.15,2334,11,0.479,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,0.319
MoMnO3,Mo,Mn,FALSE,3,3,0.69,0.65,cubic,-0.905,1.259,1.4,10.908,0,3.792,3.792,3.792,90,90,90,42,95.96,54,42,42,5,6,2,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-2.055
NaMnO3,Na,Mn,FALSE,not balanced,not balanced,1.39,0.62,orthorhombic,-1.488,0.245,0.4,10.145,0,5.203,5.267,7.404,90,90,90,11,22.99,12,11,11,3,1,2.2,0.93,5.1391,0.971,371.15,1156,7,1.228,3,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.726
NbMnO3,Nb,Mn,FALSE,3,3,0.72,0.65,cubic,-1.285,1.223,1.196,10.92,0,3.794,3.794,3.794,90,90,90,41,92.906,52,41,41,5,5,2.1,1.6,6.7589,8.57,2741.15,5017,24,0.265,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.475
NdMnO3,Nd,Mn,TRUE,3,3,1.27,0.65,orthorhombic,-2.885,0.001,0.8,11.967,0,5.428,5.715,7.716,90,90,90,60,144.242,84,60,60,6,,2.6,1.14,5.525,7.01,1289.15,3347,16,0.19,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.843
NiMnO3,Ni,Mn,FALSE,2,4,0.69,0.53,cubic,-0.583,1.013,1.014,9.523,0,3.625,3.625,3.625,90,90,90,28,58.693,31,28,28,4,10,1.6,1.91,7.6398,8.91,1726.15,3186,11,0.444,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-3.746
NpMnO3,Np,Mn,FALSE,element not in BV,element not in BV,0.98,0.62,rhombohedral,-2.843,0.198,1.6,11.863,0,5.463,5.463,5.463,61.3,61.3,61.3,93,237,144,93,93,7,,,1.36,6.2657,20.5,913.15,4273,153,,7,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,5.185
OsMnO3,Os,Mn,FALSE,element not in BV,element not in BV,0.57,0.62,cubic,-0.214,1.334,1.65,10.952,0,3.797,3.797,3.797,90,90,90,76,190.23,114,76,76,6,8,1.9,2.2,8.4382,22.6,3300.15,5285,19,0.13,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-
PaMnO3,Pa,Mn,FALSE,element not in BV,element not in BV,0.95,0.62,cubic,-2.024,0.65,1.2,12.006,0,3.916,3.916,3.916,90,90,90,91,231.036,140,91,91,7,,,1.5,5.89,15.4,1873.15,4300,14,,7,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,2.564
PbMnO3,Pb,Mn,FALSE,2,4,1.49,0.53,orthorhombic,-1.56,0.065,0.631,11.666,0,5.442,5.536,7.743,90,90,90,82,207.2,125,82,82,6,14,1.8,2.33,7.4167,11.3,600.75,2022,29,0.129,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.118
PdMnO3,Pd,Mn,FALSE,2,4,0.86,0.53,cubic,-0.738,0.572,0.2,10.725,0,3.771,3.771,3.771,90,90,90,46,106.42,60,46,46,5,10,1.8,2.2,8.3369,12,1825.15,3236,21,0.244,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.097
PmMnO3,Pm,Mn,FALSE,element not in BV,element not in BV,1.14,0.62,orthorhombic,-2.905,-0.058,0.8,11.834,0,5.398,5.74,7.639,90,90,90,61,145,84,61,61,6,,2.6,1.13,5.582,7.26,1204.15,3273,14,,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.763
PrMnO3,Pr,Mn,TRUE,3,3,1.18,0.65,orthorhombic,-2.868,0.002,0.8,12.077,0,5.468,5.685,7.77,90,90,90,59,140.908,82,59,59,6,,2.7,1.13,5.473,6.77,1204.15,3793,15,0.193,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.883
PtMnO3,Pt,Mn,FALSE,element not in BV,element not in BV,0.67,0.62,cubic,-0.436,0.947,1.137,10.859,0,3.787,3.787,3.787,90,90,90,78,195.084,117,78,78,6,10,1.8,2.28,8.9587,21.5,2045.15,4098,32,0.133,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-2.956
PuMnO3,Pu,Mn,FALSE,element not in BV,element not in BV,0.96,0.62,orthorhombic,-2.888,-0.057,1.8,11.89,0,5.483,5.608,7.733,90,90,90,94,244,150,94,94,7,,,1.28,6.0262,19.8,913.15,3501,163,,7,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-
RbMnO3,Rb,Mn,FALSE,not balanced,not balanced,1.72,0.62,tetragonal,-1.445,0.293,0.4,14.447,0,3.64,3.64,5.452,90,90,90,37,85.468,48,37,37,5,1,3,0.82,4.1771,1.53,312.79,961,20,0.363,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.514
ReMnO3,Re,Mn,FALSE,not balanced,not balanced,0.57,0.62,cubic,-0.362,1.478,1.598,11.052,0,3.809,3.809,3.809,90,90,90,75,186.207,111,75,75,6,7,2,1.9,7.8335,21,3453.15,5869,21,0.137,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-4.334
RhMnO3,Rh,Mn,FALSE,3,3,0.67,0.65,cubic,-0.637,0.851,1.333,10.656,0,3.763,3.763,3.763,90,90,90,45,102.906,58,45,45,5,9,1.8,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.999
RuMnO3,Ru,Mn,FALSE,2,4,0.68,0.53,cubic,-0.63,0.97,1.577,10.73,0,3.772,3.772,3.772,90,90,90,44,101.07,57,44,44,5,8,1.9,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.922
SbMnO3,Sb,Mn,FALSE,3,3,0.76,0.65,orthorhombic,-1.647,0.208,0.8,11.624,0,5.287,5.68,7.742,90,90,90,51,121.76,71,51,51,5,15,1.5,2.05,8.6084,6.69,904.05,1860,29,0.207,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.398
ScMnO3,Sc,Mn,FALSE,not balanced,not balanced,0.87,0.62,cubic,-2.257,0.655,0.766,10.681,0,3.766,3.766,3.766,90,90,90,21,44.956,24,21,21,4,3,2.1,1.36,6.5615,2.99,1812.15,3109,15,0.568,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.813
SiMnO3,Si,Mn,FALSE,2,4,0.4,0.53,cubic,-1.04,1.674,0.602,10.455,0,3.739,3.739,3.739,90,90,90,14,28.086,14,14,14,3,14,1.5,1.9,8.1517,2.33,1683.15,3538,8,0.705,3,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.849
SmMnO3,Sm,Mn,TRUE,2,4,1.32,0.53,orthorhombic,-2.913,0.001,0.8,11.743,0,5.376,5.749,7.599,90,90,90,62,150.36,88,62,62,6,,2.6,1.17,5.6437,7.52,1345.15,2067,17,0.197,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.73
SnMnO3,Sn,Mn,FALSE,2,4,0.81,0.53,cubic,-1.495,0.532,0.621,11.371,0,3.845,3.845,3.845,90,90,90,50,118.71,69,50,50,5,14,1.7,1.96,7.3439,7.29,505.21,2875,28,0.228,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,0.727
SrMnO3,Sr,Mn,TRUE,2,4,1.44,0.53,orthorhombic,-2.368,0.041,0.6,11.38,0,5.425,5.446,7.703,90,90,90,38,87.62,50,38,38,5,2,2.5,0.95,5.6949,2.64,1042.15,1655,18,0.301,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.412
TaMnO3,Ta,Mn,FALSE,2,4,0.74,0.53,cubic,-1.071,1.599,1.164,10.902,0,3.792,3.792,3.792,90,90,90,73,180.948,108,73,73,6,5,2.1,1.5,7.5496,16.7,3269.15,5731,19,0.14,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-5.179
TbMnO3,Tb,Mn,TRUE,3,3,1.1,0.65,orthorhombic,-2.822,0.002,0.8,11.406,0.258,5.301,5.731,7.508,90,90,90,65,158.925,94,65,65,6,,2.5,1.2,5.8638,8.23,1630.15,3503,24,0.182,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.52
TcMnO3,Tc,Mn,FALSE,element not in BV,element not in BV,0.6,0.62,cubic,-0.791,1.043,1.6,10.948,0,3.797,3.797,3.797,90,90,90,43,98,55,43,43,5,7,2,1.9,7.28,11.5,2473.15,5150,23,,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.296
TeMnO3,Te,Mn,FALSE,2,4,0.97,0.53,cubic,-1.028,0.657,0.74,11.661,0,3.878,3.878,3.878,90,90,90,52,127.6,76,52,52,5,16,1.4,2.1,9.0096,6.23,722.8,1261,29,0.202,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,2.225
ThMnO3,Th,Mn,FALSE,4,2,1.21,0.83,cubic,-2.74,0.617,0.91,12.324,0,3.95,3.95,3.95,90,90,90,90,232.038,142,90,90,7,,,1.3,6.3067,11.7,2028.15,5061,12,0.113,7,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.746
TiMnO3,Ti,Mn,FALSE,2,4,0.86,0.53,cubic,-1.615,1.222,0.725,10.401,0,3.733,3.733,3.733,90,90,90,22,47.867,26,22,22,4,4,2,1.54,6.8281,4.54,1933.15,3560,9,0.523,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.705
TlMnO3,Tl,Mn,FALSE,3,3,0.98,0.65,orthorhombic,-1.426,0.051,0.797,11.424,0,5.341,5.538,7.725,90,90,90,81,204.383,123,81,81,6,13,2.1,2.04,6.1082,11.9,577.15,1746,28,0.129,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.182
TmMnO3,Tm,Mn,FALSE,2,4,1.09,0.53,orthorhombic,-2.981,0.043,0.8,11.019,0.411,5.22,5.688,7.422,90,90,90,69,168.934,100,69,69,6,,2.4,1.25,6.1843,9.32,1818.15,2223,18,0.16,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.296
UMnO3,U,Mn,FALSE,3,3,1.03,0.65,orthorhombic,-2.991,0.115,1.4,12.781,1.822,5.463,5.94,7.879,90,90,90,92,238.029,146,92,92,7,,,1.38,6.1941,19,1405.15,4404,15,0.116,7,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.81
VMnO3,V,Mn,FALSE,2,4,0.79,0.53,cubic,-1.521,0.861,1.2,10.509,0,3.746,3.746,3.746,90,90,90,23,50.942,28,23,23,4,5,1.9,1.63,6.7462,6.11,2175.15,3680,9,0.489,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-1.571
WMnO3,W,Mn,FALSE,3,3,0.66,0.65,cubic,-0.567,1.642,1.4,10.998,0,3.803,3.803,3.803,90,90,90,74,183.84,110,74,74,6,6,2,2.36,7.864,19.3,3680.15,5828,22,0.132,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-5.286
YMnO3,Y,Mn,TRUE,3,3,1.08,0.65,orthorhombic,-2.936,0.023,0.8,11.38,0.379,5.293,5.739,7.493,90,90,90,39,88.906,50,39,39,5,3,2.3,1.22,6.2173,4.47,1799.15,3609,21,0.298,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,3.468
YbMnO3,Yb,Mn,TRUE,2,4,1.14,0.53,orthorhombic,-2.61,-0.078,0.6,10.224,0.7,5.193,5.322,7.398,90,90,90,70,173.054,103,70,70,6,,2.4,1.1,6.2542,6.97,1097.15,1469,16,0.155,6,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.429
ZnMnO3,Zn,Mn,FALSE,2,4,0.9,0.53,cubic,-1.171,0.539,0.632,10.19,0,3.707,3.707,3.707,90,90,90,30,65.38,35,30,30,4,12,1.5,1.65,9.3942,7.13,692.88,1180,15,0.388,4,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,-0.703
ZrMnO3,Zr,Mn,FALSE,3,3,0.89,0.65,cubic,-1.956,1.039,0.718,10.942,0,3.796,3.796,3.796,90,90,90,40,91.224,51,40,40,5,4,2.2,1.33,6.6339,6.51,2125.15,4682,20,0.278,5,25,54.938,30,25,25,4,7,1.55,7.434,7.44,1519.15,2334,11,0.479,4,1.759
AcMoO3,Ac,Mo,FALSE,element not in BV,element not in BV,1.12,0.62,orthorhombic,-2.638,0.121,0.403,13.687,0,5.684,5.914,8.143,90,90,90,89,227,138,89,89,7,3,,1.1,5.17,10.1,1323.15,3471,11,0.12,7,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.549
AgMoO3,Ag,Mo,FALSE,1,5,1.28,0.61,cubic,-1.548,0.182,0,11.963,0,3.911,3.911,3.911,90,90,90,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.381
AlMoO3,Al,Mo,FALSE,3,3,0.54,0.69,cubic,-1.574,1.028,0,12.186,0,3.935,3.935,3.935,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.998
AsMoO3,As,Mo,FALSE,2,4,0.58,0.65,cubic,-1.092,0.683,0.003,12.158,0,3.932,3.932,3.932,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.029
AuMoO3,Au,Mo,FALSE,element not in BV,element not in BV,0.93,0.62,rhombohedral,-1.228,0.503,0,11.789,0,5.616,5.616,5.616,57.5,57.5,57.5,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.766
BMoO3,B,Mo,FALSE,1,5,0.27,0.61,cubic,-0.771,1.51,0.001,11.628,0,3.874,3.874,3.874,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.943
BaMoO3,Ba,Mo,TRUE,2,4,1.61,0.65,cubic,-2.585,0.004,0,13.348,0,4.056,4.056,4.056,90,90,90,56,137.327,81,56,56,6,2,2.8,0.89,5.2117,3.59,1002.15,2170,25,0.204,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,5.505
BeMoO3,Be,Mo,FALSE,2,4,0.45,0.65,cubic,-1.171,1.308,-0.006,11.622,0,3.873,3.873,3.873,90,90,90,4,9.012,5,4,4,2,2,1.4,1.57,9.3227,1.85,1560.15,2742,6,1.825,2,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,2.844
BiMoO3,Bi,Mo,FALSE,3,3,1.38,0.69,orthorhombic,-1.471,0.342,0.6,13.054,0,5.56,5.911,7.944,90,90,90,83,208.98,126,83,83,6,15,1.6,2.02,7.2856,9.81,544.67,1837,19,0.122,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.605
CaMoO3,Ca,Mo,TRUE,2,4,1.34,0.65,orthorhombic,-2.59,0.064,0.028,11.802,0,5.41,5.62,7.764,90,90,90,20,40.078,20,20,20,4,2,2.2,1,6.1132,1.54,1112.15,1757,14,0.647,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.546
CdMoO3,Cd,Mo,FALSE,2,4,1.31,0.65,rhombohedral,-1.667,0.156,0.033,11.652,0,5.382,5.382,5.382,62.6,62.6,62.6,48,112.411,64,48,48,5,12,1.7,1.69,8.9938,8.69,594.33,1040,22,0.232,5,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.417
CeMoO3,Ce,Mo,FALSE,3,3,1.34,0.69,orthorhombic,-2.575,0.186,0.518,13.226,0,5.559,5.941,8.009,90,90,90,58,140.116,82,58,58,6,,2.7,1.12,5.5387,6.77,1071.15,3716,19,0.192,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.19
CoMoO3,Co,Mo,FALSE,3,3,0.61,0.69,orthorhombic,-1.666,0.147,-0.2,10.571,0,5.249,5.25,7.672,90,90,90,27,58.933,32,27,27,4,9,1.7,1.88,7.881,8.86,1768.15,3200,14,0.421,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.332
CrMoO3,Cr,Mo,FALSE,2,4,0.8,0.65,orthorhombic,-1.952,0.259,1.179,10.908,0,5.227,5.435,7.679,90,90,90,24,51.996,28,24,24,4,6,1.9,1.66,6.7665,7.15,2130.15,2944,9,0.449,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.002
CsMoO3,Cs,Mo,FALSE,not balanced,not balanced,1.88,0.62,tetragonal,-2.032,0.148,0.028,16.169,0,3.904,3.904,5.304,90,90,90,55,132.905,78,55,55,6,1,3.3,0.79,3.8939,1.87,301.7,944,22,0.242,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.729
CuMoO3,Cu,Mo,FALSE,1,5,0.77,0.61,rhombohedral,-1.645,0.089,0,10.565,0,5.484,5.484,5.484,55.9,55.9,55.9,29,63.546,35,29,29,4,11,1.6,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.985
DyMoO3,Dy,Mo,FALSE,2,4,1.19,0.65,cubic,-2.278,0.616,0.005,12.338,0,3.951,3.951,3.951,90,90,90,66,162.5,97,66,66,6,,2.5,1.22,5.9389,8.55,1680.15,2840,21,0.17,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.68
ErMoO3,Er,Mo,FALSE,3,3,1.06,0.69,cubic,-2.225,0.693,0.005,12.292,0,3.946,3.946,3.946,90,90,90,68,167.259,99,68,68,6,,2.5,1.24,6.1077,9.07,1795.15,3503,16,0.168,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.409
EuMoO3,Eu,Mo,FALSE,2,4,1.48,0.65,orthorhombic,-2.815,-0.101,0.002,12.007,0,5.49,5.587,7.83,90,90,90,63,151.964,89,63,63,6,,2.6,1.2,5.6704,5.24,1095.15,1802,21,0.182,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.925
FeMoO3,Fe,Mo,FALSE,2,4,0.92,0.65,rhombohedral,-1.736,0.204,0.417,10.999,0,5.404,5.404,5.404,59.4,59.4,59.4,26,55.845,30,26,26,4,8,1.7,1.83,7.9024,7.87,1808.15,3134,10,0.449,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.347
GaMoO3,Ga,Mo,FALSE,1,5,0.62,0.61,cubic,-1.725,0.298,0,12.174,0,3.934,3.934,3.934,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,4.552
GdMoO3,Gd,Mo,FALSE,3,3,1.11,0.69,cubic,-2.33,0.55,0.005,12.4,0,3.958,3.958,3.958,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.977
GeMoO3,Ge,Mo,FALSE,2,4,0.73,0.65,orthorhombic,-1.555,0.304,0.346,11.553,0,5.283,5.684,7.696,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.986
HfMoO3,Hf,Mo,FALSE,not balanced,not balanced,0.83,0.62,cubic,-1.466,1.484,0.238,12.082,0,3.924,3.924,3.924,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,-0.904
HgMoO3,Hg,Mo,FALSE,1,5,1.19,0.61,cubic,-1.403,0.327,0,12.426,0,3.961,3.961,3.961,90,90,90,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,3.003
HoMoO3,Ho,Mo,FALSE,2,4,1.12,0.65,cubic,-2.251,0.655,0.005,12.312,0,3.949,3.949,3.949,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,42,95.96,54,42,42,5,6,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,1.541
